#Organism Name	Organism Groups		Size(Mb)	Chromosomes
"Candidatus Aminicenantes bacterium 4484_214"	Bacteria	unclassified Bacteria	2.45339	0
"Candidatus Aminicenantes bacterium JdFR-77"	Bacteria	unclassified Bacteria	2.32624	0
"Candidatus Aminicenantes bacterium JdFR-78"	Bacteria	unclassified Bacteria	2.53007	0
"Candidatus Aminicenantes bacterium JdFR-79"	Bacteria	unclassified Bacteria	2.04603	0
"Candidatus Aminicenantes bacterium JdFR-80"	Bacteria	unclassified Bacteria	2.9147	0
"Candidatus Aminicenantes bacterium RBG_13_59_9"	Bacteria	unclassified Bacteria	3.30968	0
"Candidatus Aminicenantes bacterium RBG_13_62_12"	Bacteria	unclassified Bacteria	2.04228	0
"Candidatus Aminicenantes bacterium RBG_13_63_10"	Bacteria	unclassified Bacteria	3.32518	0
"Candidatus Aminicenantes bacterium RBG_13_64_14"	Bacteria	unclassified Bacteria	1.79276	0
"Candidatus Aminicenantes bacterium RBG_16_63_14"	Bacteria	unclassified Bacteria	2.38842	0
"Candidatus Aminicenantes bacterium RBG_16_63_16"	Bacteria	unclassified Bacteria	4.52682	0
"Candidatus Aminicenantes bacterium RBG_16_66_30"	Bacteria	unclassified Bacteria	2.07547	0
"Candidatus Aminicenantes bacterium RBG_19FT_COMBO_58_17"	Bacteria	unclassified Bacteria	3.57397	0
"Candidatus Aminicenantes bacterium RBG_19FT_COMBO_59_29"	Bacteria	unclassified Bacteria	0.977955	0
"Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30"	Bacteria	unclassified Bacteria	2.45344	0
"Candidatus Aminicenantes bacterium UBA1061"	Bacteria	unclassified Bacteria	2.5103	0
"Candidatus Aminicenantes bacterium UBA2190"	Bacteria	unclassified Bacteria	2.95321	0
"Candidatus Aminicenantes bacterium UBA2191"	Bacteria	unclassified Bacteria	2.37431	0
"Candidatus Aminicenantes bacterium UBA2199"	Bacteria	unclassified Bacteria	2.51353	0
"Candidatus Aminicenantes bacterium UBA4085"	Bacteria	unclassified Bacteria	3.49142	0
"Candidatus Aminicenantes bacterium UBA4820"	Bacteria	unclassified Bacteria	2.12489	0
"Candidatus Aminicenantes bacterium UBA6072"	Bacteria	unclassified Bacteria	3.11681	0
"Candidatus Aminicenantes bacterium UBA6228"	Bacteria	unclassified Bacteria	2.45698	0
"Candidatus Aminicenantes bacterium UBA647"	Bacteria	unclassified Bacteria	2.65605	0
"Candidatus Aminicenantes bacterium UBA876"	Bacteria	unclassified Bacteria	1.92729	0
"Candidatus Amoebophilus"	Bacteria	FCB group	1.76282	0
"Candidatus Amoebophilus asiaticus"	Bacteria	FCB group	1.88436	1
"Candidatus Amulumruptor caecigallinarius"	Bacteria	FCB group	2.37726	0
"Candidatus Ancillula trichonymphae"	Bacteria	Terrabacteria group	1.15841	0
"Candidatus Andersenbacteria bacterium"	Bacteria	unclassified Bacteria	1.44304	0
"Candidatus Andersenbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_54_11"	Bacteria	unclassified Bacteria	0.925465	0
"Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_01_FULL_46_36"	Bacteria	unclassified Bacteria	0.778473	0
"Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_02_FULL_45_11"	Bacteria	unclassified Bacteria	0.884266	0
"Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_02_FULL_46_16"	Bacteria	unclassified Bacteria	1.36217	0
"Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_12_FULL_45_11"	Bacteria	unclassified Bacteria	0.970698	0
"Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_12_FULL_45_11b"	Bacteria	unclassified Bacteria	0.88387	0
"Candidatus Andersenbacteria bacterium RIFCSPHIGHO2_12_FULL_46_9"	Bacteria	unclassified Bacteria	1.15125	0
"Candidatus Andersenbacteria bacterium RIFCSPLOWO2_02_FULL_46_11"	Bacteria	unclassified Bacteria	1.17363	0
"Candidatus Andersenbacteria bacterium RIFCSPLOWO2_12_FULL_45_8"	Bacteria	unclassified Bacteria	1.00265	0
"Candidatus Annandia adelgestsuga"	Bacteria	Proteobacteria	0.334746	1
"Candidatus Aquarickettsia rohweri"	Bacteria	Proteobacteria	1.28485	0
"Candidatus Aquiluna"	Bacteria	Terrabacteria group	1.6639	1
"Candidatus Aramenus sulfurataquae"	Archaea	TACK group	1.79889	0
"Candidatus Arcanobacter lacustris"	Bacteria	Proteobacteria	0.822563	0
"Candidatus Argoarchaeum ethanivorans"	Archaea	Euryarchaeota	1.99085	0
"Candidatus Arsenophonus lipoptenae"	Bacteria	Proteobacteria	0.836724	1
"Candidatus Arsenophonus triatominarum"	Bacteria	Proteobacteria	3.85872	0
"Candidatus Arthromitus"	Bacteria	Terrabacteria group	1.6549	1
"Candidatus Atelocyanobacterium thalassa"	Bacteria	Terrabacteria group	1.4855	1
"Candidatus Atribacteria bacterium"	Bacteria	unclassified Bacteria	2.56941	0
"Candidatus Atribacteria bacterium 1244-E10-H5-B2"	Bacteria	unclassified Bacteria	4.05526	0
"Candidatus Atribacteria bacterium 4572_76"	Bacteria	unclassified Bacteria	1.06908	0
"Candidatus Atribacteria bacterium CG08_land_8_20_14_0_20_33_29"	Bacteria	unclassified Bacteria	1.41706	0
"Candidatus Atribacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_34_11"	Bacteria	unclassified Bacteria	1.69002	0
"Candidatus Atribacteria bacterium CG2_30_33_13"	Bacteria	unclassified Bacteria	1.59403	0
"Candidatus Atribacteria bacterium CG_4_10_14_3_um_filter_34_13"	Bacteria	unclassified Bacteria	2.03197	0
"Candidatus Atribacteria bacterium CG_4_8_14_3_um_filter_34_18"	Bacteria	unclassified Bacteria	1.67125	0
"Candidatus Atribacteria bacterium CG_4_9_14_3_um_filter_33_16"	Bacteria	unclassified Bacteria	1.61222	0
"Candidatus Atribacteria bacterium HGW-Atribacteria-1"	Bacteria	unclassified Bacteria	3.79493	0
"Candidatus Atribacteria bacterium MT.SAG.1"	Bacteria	unclassified Bacteria	1.41304	0
"Candidatus Atribacteria bacterium RBG_16_35_8"	Bacteria	unclassified Bacteria	1.93285	0
"Candidatus Atribacteria bacterium RBG_19FT_COMBO_35_14"	Bacteria	unclassified Bacteria	1.95411	0
"Candidatus Atribacteria bacterium RS-JS1"	Bacteria	unclassified Bacteria	2.23312	0
"Candidatus Atribacteria bacterium UBA3950"	Bacteria	unclassified Bacteria	2.08812	0
"Candidatus Atribacteria bacterium UBA4082"	Bacteria	unclassified Bacteria	1.68214	0
"Candidatus Atribacteria bacterium UBA5772"	Bacteria	unclassified Bacteria	1.50416	0
"Candidatus Atribacteria bacterium UBA6251"	Bacteria	unclassified Bacteria	1.705	0
"Candidatus Atribacteria bacterium UBA6794"	Bacteria	unclassified Bacteria	2.01539	0
"Candidatus Aureabacteria bacterium SURF_26"	Bacteria	PVC group	3.53878	0
"Candidatus Azambacteria bacterium"	Bacteria	unclassified Bacteria	3.9552	0
"Candidatus Azambacteria bacterium GW2011_GWA1_42_19"	Bacteria	unclassified Bacteria	0.544781	0
"Candidatus Azambacteria bacterium GW2011_GWA1_44_9"	Bacteria	unclassified Bacteria	0.676385	0
"Candidatus Azambacteria bacterium GW2011_GWA2_39_10"	Bacteria	unclassified Bacteria	0.282149	0
"Candidatus Azambacteria bacterium GW2011_GWA2_42_62"	Bacteria	unclassified Bacteria	0.359135	0
"Candidatus Azambacteria bacterium GW2011_GWA2_42_9"	Bacteria	unclassified Bacteria	0.548203	0
"Candidatus Azambacteria bacterium GW2011_GWA2_45_90"	Bacteria	unclassified Bacteria	0.473723	0
"Candidatus Azambacteria bacterium GW2011_GWB1_42_17"	Bacteria	unclassified Bacteria	0.543986	0
"Candidatus Azambacteria bacterium GW2011_GWB1_42_72"	Bacteria	unclassified Bacteria	0.393369	0
"Candidatus Azambacteria bacterium GW2011_GWB1_46_27"	Bacteria	unclassified Bacteria	0.633393	0
"Candidatus Azambacteria bacterium GW2011_GWB2_46_37"	Bacteria	unclassified Bacteria	0.747851	0
"Candidatus Azambacteria bacterium GW2011_GWC1_46_13"	Bacteria	unclassified Bacteria	0.658356	0
"Candidatus Azambacteria bacterium GW2011_GWC2_43_27"	Bacteria	unclassified Bacteria	0.589445	0
"Candidatus Azambacteria bacterium GW2011_GWC2_45_7b"	Bacteria	unclassified Bacteria	0.423355	0
"Candidatus Azambacteria bacterium GW2011_GWD1_43_18"	Bacteria	unclassified Bacteria	0.586558	0
"Candidatus Azambacteria bacterium GW2011_GWD2_46_48"	Bacteria	unclassified Bacteria	0.572759	0
"Candidatus Azambacteria bacterium GW2011_GWE1_42_9"	Bacteria	unclassified Bacteria	0.57223	0
"Candidatus Azambacteria bacterium GW2011_GWE2_46_45"	Bacteria	unclassified Bacteria	0.54937	0
"Candidatus Azambacteria bacterium GW2011_GWF1_41_10"	Bacteria	unclassified Bacteria	0.627513	0
"Candidatus Azambacteria bacterium GW2011_GWF2_42_22"	Bacteria	unclassified Bacteria	0.625872	0
"Candidatus Azambacteria bacterium GW2011_GWF2_46_32"	Bacteria	unclassified Bacteria	0.61393	0
"Candidatus Azambacteria bacterium RBG_16_47_10"	Bacteria	unclassified Bacteria	0.67604	0
"Candidatus Azambacteria bacterium RIFCSPHIGHO2_01_46_10"	Bacteria	unclassified Bacteria	0.619064	0
"Candidatus Azambacteria bacterium RIFCSPHIGHO2_01_FULL_40_24"	Bacteria	unclassified Bacteria	0.58055	0
"Candidatus Azambacteria bacterium RIFCSPHIGHO2_01_FULL_44_55"	Bacteria	unclassified Bacteria	0.654207	0
"Candidatus Azambacteria bacterium RIFCSPHIGHO2_01_FULL_51_74"	Bacteria	unclassified Bacteria	0.908945	0
"Candidatus Azambacteria bacterium RIFCSPHIGHO2_02_46_12"	Bacteria	unclassified Bacteria	0.690392	0
"Candidatus Azambacteria bacterium RIFCSPHIGHO2_02_FULL_45_18"	Bacteria	unclassified Bacteria	0.682654	0
"Candidatus Azambacteria bacterium RIFCSPHIGHO2_02_FULL_52_12"	Bacteria	unclassified Bacteria	0.92314	0
"Candidatus Azambacteria bacterium RIFCSPLOWO2_01_FULL_37_9"	Bacteria	unclassified Bacteria	0.502302	0
"Candidatus Azambacteria bacterium RIFCSPLOWO2_01_FULL_44_84"	Bacteria	unclassified Bacteria	0.596916	0
"Candidatus Azambacteria bacterium RIFCSPLOWO2_01_FULL_46_25"	Bacteria	unclassified Bacteria	0.944023	0
"Candidatus Azambacteria bacterium RIFCSPLOWO2_01_FULL_46_26"	Bacteria	unclassified Bacteria	0.727129	0
"Candidatus Azambacteria bacterium RIFCSPLOWO2_02_FULL_42_10"	Bacteria	unclassified Bacteria	0.467106	0
"Candidatus Azambacteria bacterium RIFCSPLOWO2_02_FULL_44_14"	Bacteria	unclassified Bacteria	0.773874	0
"Candidatus Azambacteria bacterium RIFCSPLOWO2_02_FULL_46_11"	Bacteria	unclassified Bacteria	0.702476	0
"Candidatus Azambacteria bacterium RIFOXYA1_FULL_42_37"	Bacteria	unclassified Bacteria	0.608915	0
"Candidatus Azambacteria bacterium RIFOXYB1_FULL_40_33"	Bacteria	unclassified Bacteria	0.585603	0
"Candidatus Azambacteria bacterium RIFOXYC1_FULL_41_20"	Bacteria	unclassified Bacteria	0.585024	0
"Candidatus Azambacteria bacterium RIFOXYD1_FULL_42_11"	Bacteria	unclassified Bacteria	0.546161	0
"Candidatus Azambacteria bacterium RIFOXYD1_FULL_42_38"	Bacteria	unclassified Bacteria	0.585024	0
"Candidatus Azambacteria bacterium RIFOXYD1_FULL_44_10"	Bacteria	unclassified Bacteria	0.652051	0
"Candidatus Azobacteroides pseudotrichonymphae"	Bacteria	FCB group	1.22492	1
"Candidatus Babela massiliensis"	Bacteria	unclassified Bacteria	1.11842	1
"Candidatus Babeliaceae bacterium"	Bacteria	unclassified Bacteria	0.754937	0
"Candidatus Bacteroides periocalifornicus"	Bacteria	FCB group	2.51642	0
"Candidatus Bartonella saheliensis"	Bacteria	Proteobacteria	2.25876	0
"Candidatus Bathyarchaeota archaeon"	Archaea	TACK group	3.5061	0
"Candidatus Bathyarchaeota archaeon B23"	Archaea	TACK group	0.717825	0
"Candidatus Bathyarchaeota archaeon B24"	Archaea	TACK group	1.7314	0
"Candidatus Bathyarchaeota archaeon B24-2"	Archaea	TACK group	1.34717	0
"Candidatus Bathyarchaeota archaeon B25"	Archaea	TACK group	0.818882	0
"Candidatus Bathyarchaeota archaeon B26-1"	Archaea	TACK group	1.3481	0
"Candidatus Bathyarchaeota archaeon B26-2"	Archaea	TACK group	1.89019	0
"Candidatus Bathyarchaeota archaeon B63"	Archaea	TACK group	0.859377	0
"Candidatus Bathyarchaeota archaeon BA1"	Archaea	TACK group	1.93171	0
"Candidatus Bathyarchaeota archaeon BA2"	Archaea	TACK group	1.45569	0
"Candidatus Bathyarchaeota archaeon CG07_land_8_20_14_0_80_47_9"	Archaea	TACK group	1.42981	0
"Candidatus Bathyarchaeota archaeon CG_4_8_14_3_um_filter_42_8"	Archaea	TACK group	0.678723	0
"Candidatus Bathyarchaeota archaeon ex4484_135"	Archaea	TACK group	0.976871	0
"Candidatus Bathyarchaeota archaeon ex4484_205"	Archaea	TACK group	1.28211	0
"Candidatus Bathyarchaeota archaeon ex4484_218"	Archaea	TACK group	0.628054	0
"Candidatus Bathyarchaeota archaeon ex4484_231"	Archaea	TACK group	0.880221	0
"Candidatus Bathyarchaeota archaeon ex4484_40"	Archaea	TACK group	1.13616	0
"Candidatus Bathyarchaeota archaeon JdFR-01"	Archaea	TACK group	0.200493	0
"Candidatus Bathyarchaeota archaeon JdFR-04"	Archaea	TACK group	1.06795	0
"Candidatus Bathyarchaeota archaeon JdFR-05"	Archaea	TACK group	0.433479	0
"Candidatus Bathyarchaeota archaeon JdFR-06"	Archaea	TACK group	0.735249	0
"Candidatus Bathyarchaeota archaeon JdFR-07"	Archaea	TACK group	0.907597	0
"Candidatus Bathyarchaeota archaeon JdFR-08"	Archaea	TACK group	0.919095	0
"Candidatus Bathyarchaeota archaeon JdFR-09"	Archaea	TACK group	0.498537	0
"Candidatus Bathyarchaeota archaeon JdFR-10"	Archaea	TACK group	1.81775	0
"Candidatus Bathyarchaeota archaeon JdFR-11"	Archaea	TACK group	1.72573	0
"Candidatus Bathyarchaeota archaeon RBG_13_38_9"	Archaea	TACK group	1.72411	0
"Candidatus Bathyarchaeota archaeon RBG_13_46_16b"	Archaea	TACK group	1.36938	0
"Candidatus Bathyarchaeota archaeon RBG_13_52_12"	Archaea	TACK group	2.08168	0
"Candidatus Bathyarchaeota archaeon RBG_13_60_20"	Archaea	TACK group	1.21569	0
"Candidatus Bathyarchaeota archaeon RBG_16_48_13"	Archaea	TACK group	0.848615	0
"Candidatus Bathyarchaeota archaeon RBG_16_57_9"	Archaea	TACK group	1.52352	0
"Candidatus Bathyarchaeota archaeon TCS64"	Archaea	TACK group	1.55662	0
"Candidatus Bathyarchaeota archaeon UBA185"	Archaea	TACK group	1.80548	0
"Candidatus Bathyarchaeota archaeon UBA233"	Archaea	TACK group	1.58102	0
"Candidatus Bathyarchaeota archaeon UBA589"	Archaea	TACK group	1.57446	0
"Candidatus Baumannia cicadellinicola"	Bacteria	Proteobacteria	0.759425	1
"Candidatus Beckwithbacteria bacterium"	Bacteria	unclassified Bacteria	1.03608	0
"Candidatus Beckwithbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_34_10"	Bacteria	unclassified Bacteria	1.03448	0
"Candidatus Beckwithbacteria bacterium CG1_02_47_37"	Bacteria	unclassified Bacteria	0.770971	0
"Candidatus Beckwithbacteria bacterium CG22_combo_CG10-13_8_21_14_all_01_47_9"	Bacteria	unclassified Bacteria	0.863298	0
"Candidatus Beckwithbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_34_8"	Bacteria	unclassified Bacteria	0.877957	0
"Candidatus Beckwithbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_47_9"	Bacteria	unclassified Bacteria	0.88492	0
"Candidatus Beckwithbacteria bacterium CG2_30_44_31"	Bacteria	unclassified Bacteria	0.471552	0
"Candidatus Beckwithbacteria bacterium CG_4_10_14_0_2_um_filter_47_25"	Bacteria	unclassified Bacteria	0.755977	0
"Candidatus Beckwithbacteria bacterium CG_4_9_14_0_2_um_filter_47_11"	Bacteria	unclassified Bacteria	0.717054	0
"Candidatus Beckwithbacteria bacterium GW2011_GWA1_46_30"	Bacteria	unclassified Bacteria	1.08633	0
"Candidatus Beckwithbacteria bacterium GW2011_GWA2_43_10"	Bacteria	unclassified Bacteria	0.585797	0
"Candidatus Beckwithbacteria bacterium GW2011_GWA2_47_25"	Bacteria	unclassified Bacteria	1.14798	0
"Candidatus Beckwithbacteria bacterium GW2011_GWB1_47_15"	Bacteria	unclassified Bacteria	1.08566	0
"Candidatus Beckwithbacteria bacterium GW2011_GWC1_49_16"	Bacteria	unclassified Bacteria	1.04989	1
"Candidatus Beckwithbacteria bacterium GW2011_GWC2_47_9"	Bacteria	unclassified Bacteria	0.357038	0
"Candidatus Beckwithbacteria bacterium GW2011_GWC2_49_11"	Bacteria	unclassified Bacteria	0.959638	0
"Candidatus Beckwithbacteria bacterium RBG_13_35_6"	Bacteria	unclassified Bacteria	0.407413	0
"Candidatus Beckwithbacteria bacterium RBG_13_42_9"	Bacteria	unclassified Bacteria	1.17304	0
"Candidatus Beckwithbacteria bacterium RIFCSPHIGHO2_01_FULL_49_39"	Bacteria	unclassified Bacteria	1.03015	0
"Candidatus Beckwithbacteria bacterium RIFCSPHIGHO2_02_FULL_49_13"	Bacteria	unclassified Bacteria	1.0195	0
"Candidatus Beckwithbacteria bacterium RIFCSPHIGHO2_12_FULL_47_17"	Bacteria	unclassified Bacteria	0.53708	0
"Candidatus Beckwithbacteria bacterium RIFCSPHIGHO2_12_FULL_49_13"	Bacteria	unclassified Bacteria	1.03158	0
"Candidatus Beckwithbacteria bacterium RIFCSPLOWO2_01_FULL_49_47"	Bacteria	unclassified Bacteria	0.992556	0
"Candidatus Beckwithbacteria bacterium RIFCSPLOWO2_02_FULL_47_23"	Bacteria	unclassified Bacteria	0.672036	0
"Candidatus Beckwithbacteria bacterium RIFCSPLOWO2_02_FULL_49_12"	Bacteria	unclassified Bacteria	1.05972	0
"Candidatus Beckwithbacteria bacterium RIFOXYD1_FULL_50_11"	Bacteria	unclassified Bacteria	1.00292	0
"Candidatus Berkelbacteria bacterium"	Bacteria	unclassified Bacteria	0.9417	0
"Candidatus Berkelbacteria bacterium Athens1014_28"	Bacteria	unclassified Bacteria	0.78714	0
"Candidatus Berkelbacteria bacterium CG03_land_8_20_14_0_80_40_36"	Bacteria	unclassified Bacteria	0.699926	0
"Candidatus Berkelbacteria bacterium CG06_land_8_20_14_3_00_43_10"	Bacteria	unclassified Bacteria	0.677107	0
"Candidatus Berkelbacteria bacterium CG08_land_8_20_14_0_20_39_8"	Bacteria	unclassified Bacteria	0.590773	0
"Candidatus Berkelbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_33_10"	Bacteria	unclassified Bacteria	0.568728	0
"Candidatus Berkelbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_41_12"	Bacteria	unclassified Bacteria	0.673911	0
"Candidatus Berkelbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_43_13"	Bacteria	unclassified Bacteria	0.83815	0
"Candidatus Berkelbacteria bacterium CG10_big_fil_rev_8_21_14_0_10_43_14"	Bacteria	unclassified Bacteria	0.717737	0
"Candidatus Berkelbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_40_23"	Bacteria	unclassified Bacteria	0.657238	0
"Candidatus Berkelbacteria bacterium CG11_big_fil_rev_8_21_14_0_20_42_15"	Bacteria	unclassified Bacteria	0.559719	0
"Candidatus Berkelbacteria bacterium CG1_02_42_45"	Bacteria	unclassified Bacteria	0.581518	0
"Candidatus Berkelbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_33_15"	Bacteria	unclassified Bacteria	0.567211	0
"Candidatus Berkelbacteria bacterium CG23_combo_of_CG06-09_8_20_14_all_41_73"	Bacteria	unclassified Bacteria	0.493748	0
"Candidatus Berkelbacteria bacterium CG2_30_39_44"	Bacteria	unclassified Bacteria	0.582114	0
"Candidatus Berkelbacteria bacterium CG2_30_43_20"	Bacteria	unclassified Bacteria	0.706471	0
"Candidatus Berkelbacteria bacterium CG_4_10_14_0_2_um_filter_35_9_33_12"	Bacteria	unclassified Bacteria	0.590443	0
"Candidatus Berkelbacteria bacterium CG_4_10_14_0_8_um_filter_35_9_33_8"	Bacteria	unclassified Bacteria	0.610109	0
"Candidatus Berkelbacteria bacterium CG_4_10_14_0_8_um_filter_39_42"	Bacteria	unclassified Bacteria	0.673172	0
"Candidatus Berkelbacteria bacterium CG_4_10_14_0_8_um_filter_42_34"	Bacteria	unclassified Bacteria	0.489325	0
"Candidatus Berkelbacteria bacterium CG_4_8_14_3_um_filter_33_6"	Bacteria	unclassified Bacteria	0.38525	0
"Candidatus Berkelbacteria bacterium CG_4_8_14_3_um_filter_39_27"	Bacteria	unclassified Bacteria	0.524088	0
"Candidatus Berkelbacteria bacterium CG_4_8_14_3_um_filter_42_13"	Bacteria	unclassified Bacteria	0.487039	0
"Candidatus Berkelbacteria bacterium CG_4_9_14_0_2_um_filter_42_30"	Bacteria	unclassified Bacteria	0.378678	0
"Candidatus Berkelbacteria bacterium CG_4_9_14_3_um_filter_33_5"	Bacteria	unclassified Bacteria	0.384917	0
"Candidatus Berkelbacteria bacterium CG_4_9_14_3_um_filter_39_23"	Bacteria	unclassified Bacteria	0.672348	0
"Candidatus Berkelbacteria bacterium Gr01-1014_85"	Bacteria	unclassified Bacteria	0.621058	0
"Candidatus Berkelbacteria bacterium Licking1014_2"	Bacteria	unclassified Bacteria	0.392585	0
"Candidatus Berkelbacteria bacterium Licking1014_7"	Bacteria	unclassified Bacteria	0.806358	0
"Candidatus Berkelbacteria bacterium Licking1014_85"	Bacteria	unclassified Bacteria	0.484575	0
"Candidatus Berkelbacteria bacterium Licking1014_96"	Bacteria	unclassified Bacteria	0.40958	0
"Candidatus Berkelbacteria bacterium RBG_13_40_8"	Bacteria	unclassified Bacteria	0.839957	0
"Candidatus Berkelbacteria bacterium RIFCSPHIGHO2_01_FULL_50_36"	Bacteria	unclassified Bacteria	0.709408	0
"Candidatus Berkelbacteria bacterium RIFCSPHIGHO2_12_FULL_36_9"	Bacteria	unclassified Bacteria	0.676094	0
"Candidatus Berkelbacteria bacterium RIFCSPHIGHO2_12_FULL_50_11"	Bacteria	unclassified Bacteria	0.812613	0
"Candidatus Berkelbacteria bacterium RIFCSPLOWO2_01_FULL_50_28"	Bacteria	unclassified Bacteria	0.850026	0
"Candidatus Berkelbacteria bacterium RIFOXYA2_FULL_43_10"	Bacteria	unclassified Bacteria	0.960706	0
"Candidatus Berkelbacteria bacterium UBA1384"	Bacteria	unclassified Bacteria	0.647046	0
"Candidatus Berkiella aquae"	Bacteria	Proteobacteria	3.62532	0
"Candidatus Berkiella cookevillensis"	Bacteria	Proteobacteria	2.99029	0
"Candidatus Bipolaricaulis anaerobius"	Bacteria	unclassified Bacteria	1.32434	1
